date,eth_last_forecast,eth_last_review,eth_change_pct,btc_last_forecast,btc_last_review,btc_change_pct,funding_eth_forecast,funding_eth_review,oi_eth_forecast,oi_eth_review,atr_1d_forecast,vwap_review,orderbook_imbalance_forecast,support_lvl1,support_lvl2,resist_lvl1,resist_lvl2
2025-10-26,3948.09,,,111434.1,,,0.01,,nan,,15.487142857142901,,-15.794317760092364,3780.0,3700.0,3950.0,4050.0
